"nodes","citations","no of papers it cite"
"9601040.0","1","5"
"9807041.0","1","9"
"9902151.0","0","9"
"9604044.0","15","2"
"9909019.0","2","2"
"9409176.0","3","2"
"9811138.0","1","2"
"208005.0","1","15"
"301075.0","0","4"
"9604174.0","0","10"
"9706150.0","0","2"
"9607099.0","23","3"
"9910102.0","8","12"
"9812211.0","8","3"
"9802132.0","4","5"
"9812247.0","8","8"
"105177.0","2","8"
"9812091.0","2","1"
"107193.0","2","7"
"201108.0","0","12"
"205238.0","1","10"
"9703026.0","3","8"
"9912252.0","0","4"
"9712111.0","8","7"
"9706017.0","6","9"
"5158.0","2","6"
"9703190.0","13","1"
"5161.0","2","1"
"203063.0","1","5"
"206093.0","0","3"
"209037.0","0","6"
"212342.0","0","6"
"301088.0","0","8"
"304190.0","0","3"
"9907040.0","0","5"
"9811203.0","6","2"
"201049.0","0","2"
"212243.0","0","1"
"7063.0","5","1"
"203271.0","1","9"
"9805067.0","8","0"
"103009.0","1","11"
"302073.0","0","8"
"7028.0","1","3"
"8111.0","1","6"
"11153.0","6","12"
"5248.0","5","3"
"7027.0","0","2"
"9502097.0","3","0"
"9903011.0","2","2"
"9911118.0","2","7"
"9508038.0","0","1"
"9606100.0","6","1"
"9803011.0","9","2"
"9903055.0","6","4"
"9612091.0","6","1"
"10226.0","1","7"
"9901140.0","1","5"
"9710093.0","3","4"
"9806244.0","7","5"
"9910060.0","2","7"
"103034.0","0","3"
"111272.0","0","1"
"209136.0","0","12"
"3141.0","1","6"
"9810078.0","5","1"
"9903206.0","3","3"
"9905190.0","4","1"
"9906089.0","4","8"
"111101.0","1","3"
"211242.0","0","7"
"9807215.0","3","1"
"1129.0","5","5"
"4163.0","1","5"
"9911214.0","1","4"
"9912128.0","1","7"
"108083.0","0","6"
"9903266.0","2","0"
"9911063.0","6","1"
"212156.0","0","4"
"9904136.0","2","0"
"9511139.0","4","1"
"9511176.0","9","5"
"9702053.0","7","2"
"9705216.0","5","2"
"9411080.0","3","1"
"9508146.0","0","1"
"9910201.0","3","7"
"112014.0","2","4"
"206111.0","1","8"
"211144.0","3","9"
"9606105.0","7","0"
"11174.0","1","4"
"9912114.0","2","3"
"9803079.0","3","6"
"8098.0","0","1"
"9804048.0","0","5"
"9911103.0","0","3"
"9805022.0","2","0"
"104014.0","0","1"
"9807078.0","6","0"
"9710225.0","3","0"
"202023.0","1","6"
"9811016.0","3","3"
"12084.0","1","4"
"112263.0","1","5"
"301001.0","0","4"
"9709229.0","4","3"
"9810165.0","4","3"
"9710069.0","4","6"
"11219.0","1","2"
"9607049.0","46","0"
"9803046.0","4","8"
"3043.0","2","4"
"9812112.0","2","10"
"9902177.0","3","11"
"9811144.0","0","1"
"9810167.0","9","6"
"9708030.0","13","1"
"9612103.0","18","4"
"9712008.0","6","4"
"9909209.0","3","11"
"101182.0","0","3"
"102057.0","0","1"
"103235.0","10","16"
"9804016.0","6","15"
"104192.0","0","6"
"107029.0","0","6"
"9906061.0","8","5"
"9911244.0","0","6"
"203059.0","0","3"
"203215.0","0","3"
"207248.0","0","4"
"211014.0","0","18"
"304100.0","0","9"
"9904051.0","0","1"
"9808057.0","3","1"
"8139.0","2","6"
"9912023.0","1","7"
"9301068.0","65","0"
"9703189.0","6","3"
"9901053.0","1","4"
"9404004.0","18","6"
"9612246.0","1","12"
"9401041.0","5","7"
"9403175.0","2","1"
"9705087.0","9","5"
"8067.0","1","7"
"9408046.0","7","5"
"9606071.0","5","2"
"9304015.0","5","2"
"9903021.0","0","4"
"110243.0","1","6"
"9404175.0","5","9"
"9409098.0","14","15"
"9310165.0","6","1"
"211054.0","0","14"
"211133.0","0","10"
"9601099.0","0","5"
"9910224.0","0","11"
"9402156.0","8","11"
"9306110.0","1","3"
"9307173.0","0","5"
"9309108.0","0","6"
"9310105.0","1","2"
"9401073.0","3","2"
"9401107.0","1","3"
"9406046.0","3","3"
"9406100.0","2","6"
"9408115.0","4","11"
"9408140.0","0","3"
"9410004.0","1","4"
"9503020.0","3","21"
"9503213.0","1","7"
"9510154.0","1","10"
"9604053.0","1","8"
"9607228.0","0","5"
"9711101.0","0","5"
"9404077.0","4","0"
"9504043.0","0","2"
"9504044.0","0","2"
"9504046.0","2","2"
"9608072.0","0","5"
"9512224.0","4","7"
"9508068.0","27","11"
"211289.0","4","32"
"9507129.0","0","3"
"9702078.0","0","6"
"9604040.0","2","2"
"9807233.0","0","10"
"9811249.0","0","13"
"9606104.0","10","0"
"9910173.0","3","2"
"9609166.0","5","7"
"9805153.0","17","9"
"9906129.0","4","6"
"9007.0","2","5"
"9704108.0","5","4"
"9911129.0","8","5"
"9703196.0","6","2"
"9910198.0","5","15"
"9703219.0","4","5"
"9807128.0","2","3"
"9308075.0","34","2"
"9902184.0","3","4"
"9706143.0","15","24"
"9804119.0","2","1"
"9512131.0","1","6"
"11067.0","0","3"
"9609138.0","3","3"
"12053.0","2","13"
"9808025.0","4","3"
"101100.0","2","10"
"101158.0","0","4"
"9706123.0","1","10"
"9504162.0","2","8"
"9610129.0","1","8"
"104234.0","1","9"
"105069.0","0","4"
"203250.0","0","4"
"9911167.0","0","3"
"9902122.0","2","11"
"206234.0","2","7"
"106161.0","2","7"
"205194.0","1","5"
"207175.0","1","26"
"9912168.0","8","2"
"2141.0","3","2"
"9302047.0","40","0"
"9410191.0","2","4"
"9411068.0","6","3"
"9122.0","6","5"
"9310179.0","6","2"
"7222.0","2","6"
"9801052.0","3","7"
"9802043.0","5","4"
"9404020.0","3","6"
"9404187.0","5","1"
"9406193.0","2","4"
"9602123.0","3","4"
"9610136.0","3","2"
"9307010.0","34","1"
"9509140.0","20","2"
"9410093.0","12","3"
"9506116.0","6","5"
"9312176.0","0","1"
"9303139.0","14","0"
"9306153.0","48","8"
"9711091.0","3","1"
"9607234.0","1","29"
"9810091.0","2","4"
"105169.0","1","5"
"9310113.0","0","6"
"112044.0","117","14"
"203028.0","28","13"
"205092.0","2","10"
"9808045.0","6","2"
"2019.0","1","3"
"9906021.0","1","2"
"9812083.0","0","2"
"9912052.0","3","12"
"104081.0","10","3"
"107149.0","6","5"
"207267.0","5","6"
"301236.0","0","8"
"203053.0","2","10"
"9806199.0","46","0"
"2088.0","0","3"
"5028.0","10","11"
"210269.0","4","4"
"9903048.0","18","5"
"212149.0","0","3"
"6020.0","0","2"
"11010.0","1","4"
"109057.0","21","6"
"201128.0","6","13"
"207123.0","1","10"
"1024.0","11","7"
"9905217.0","25","7"
"9910095.0","12","9"
"9912081.0","14","9"
"9908090.0","11","6"
"9912015.0","7","12"
"9910071.0","6","2"
"9912162.0","8","14"
"7184.0","4","18"
"9805086.0","6","2"
"9910208.0","1","5"
"9708007.0","5","1"
"11187.0","3","9"
"102033.0","1","13"
"9812010.0","1","3"
"9910229.0","0","7"
"106243.0","0","15"
"107223.0","1","2"
"109087.0","3","3"
"9807207.0","1","2"
"209142.0","0","4"
"212293.0","1","23"
"9801078.0","1","6"
"303137.0","0","3"
"9809184.0","3","10"
"9910050.0","6","16"
"9708015.0","13","3"
"210289.0","0","6"
"9802004.0","2","5"
"302163.0","1","8"
"304127.0","0","2"
"9912292.0","0","4"
"9020.0","1","10"
"10248.0","0","8"
"9907022.0","11","7"
"205291.0","9","10"
"211020.0","0","6"
"9902081.0","10","1"
"202177.0","0","8"
"9907156.0","1","5"
"9807169.0","5","1"
"9911148.0","5","3"
"9904065.0","6","3"
"1100.0","1","3"
"3073.0","1","3"
"5099.0","2","4"
"8034.0","1","3"
"9909160.0","0","4"
"201141.0","0","4"
"202141.0","0","2"
"207043.0","0","4"
"210197.0","0","5"
"212288.0","0","2"
"9903063.0","1","3"
"108026.0","0","4"
"110053.0","1","3"
"203106.0","0","2"
"9905223.0","10","2"
"6148.0","3","4"
"108129.0","6","6"
"206004.0","2","3"
"9802162.0","20","8"
"9912158.0","4","9"
"3044.0","1","5"
"9912183.0","4","7"
"3070.0","4","4"
"9610108.0","4","17"
"3171.0","1","10"
"9804032.0","3","3"
"9808164.0","2","3"
"9903027.0","3","8"
"9710067.0","3","11"
"9809053.0","3","15"
"9812152.0","0","3"
"103088.0","1","8"
"9812187.0","8","1"
"102026.0","5","4"
"9912126.0","0","1"
"212307.0","3","11"
"303049.0","0","11"
"202146.0","0","4"
"9609035.0","11","0"
"208215.0","0","4"
"9902141.0","7","6"
"105163.0","3","5"
"105198.0","4","6"
"212229.0","0","4"
"9905215.0","8","0"
"9906198.0","8","3"
"9406160.0","9","0"
"1153.0","0","1"
"2058.0","2","2"
"9506099.0","5","2"
"203253.0","0","2"
"9709187.0","1","1"
"9811238.0","0","1"
"9911056.0","0","1"
"9611217.0","0","1"
"9610113.0","4","2"
"9702089.0","19","1"
"9804142.0","4","4"
"9901075.0","1","4"
"9705151.0","24","3"
"9811071.0","2","2"
"9904160.0","2","4"
"3252.0","2","1"
"8110.0","2","3"
"10152.0","2","3"
"12215.0","4","3"
"9709221.0","2","1"
"103026.0","5","5"
"9905009.0","2","3"
"206160.0","0","5"
"210147.0","0","6"
"212075.0","0","1"
"9803125.0","1","2"
"2014.0","0","3"
"6147.0","2","2"
"9909037.0","2","3"
"103126.0","0","2"
"9903183.0","4","1"
"109011.0","0","2"
"210310.0","0","9"
"9802124.0","0","2"
"212106.0","0","2"
"9905066.0","0","2"
"4108.0","1","2"
"9804192.0","6","1"
"9195.0","6","3"
"202001.0","0","1"
"9909168.0","0","1"
"9905127.0","4","6"
"9911132.0","3","2"
"9506026.0","9","0"
"9610101.0","14","2"
"9803177.0","10","5"
"3138.0","2","3"
"9710205.0","15","3"
"7119.0","3","7"
"9205.0","2","9"
"9802084.0","1","5"
"9611228.0","2","0"
"9909004.0","8","6"
"11249.0","1","9"
"112230.0","1","8"
"204241.0","0","4"
"9709109.0","30","4"
"9908033.0","3","11"
"4118.0","0","3"
"9803133.0","9","2"
"4158.0","14","3"
"5125.0","7","13"
"9805175.0","6","4"
"9906032.0","2","13"
"104058.0","0","3"
"105262.0","2","3"
"107093.0","2","9"
"110241.0","3","11"
"201179.0","4","7"
"204053.0","1","2"
"205032.0","1","14"
"210287.0","0","6"
"9909208.0","0","7"
"107196.0","3","9"
"301013.0","0","3"
"9710129.0","24","6"
"9612236.0","15","4"
"9702205.0","10","14"
"9706153.0","5","14"
"9702077.0","10","9"
"105062.0","14","11"
"202075.0","1","13"
"209218.0","1","16"
"9710110.0","1","3"
"9903015.0","0","4"
"9903108.0","0","10"
"9702164.0","12","6"
"302140.0","0","8"
"9702058.0","2","8"
"9607102.0","2","4"
"9705208.0","16","6"
"211097.0","1","13"
"9802010.0","7","13"
"9807104.0","0","2"
"7253.0","2","12"
"9706157.0","3","2"
"9404114.0","23","6"
"9910045.0","2","5"
"211008.0","3","9"
"9803096.0","6","3"
"9710155.0","8","8"
"9708074.0","11","5"
"9703124.0","7","2"
"208107.0","6","22"
"302206.0","0","14"
"208083.0","0","9"
"9305143.0","6","1"
"204001.0","12","14"
"111219.0","0","4"
"301095.0","7","3"
"212159.0","3","3"
"9710046.0","37","0"
"9804039.0","0","4"
"9809113.0","4","4"
"11287.0","1","1"
"103203.0","1","4"
"9806175.0","1","10"
"112233.0","2","13"
"9907011.0","2","7"
"9504049.0","2","5"
"9803029.0","1","10"
"9507167.0","1","7"
"211247.0","0","2"
"9611026.0","10","0"
"9612054.0","2","1"
"9708157.0","9","2"
"9710207.0","7","4"
"1165.0","2","3"
"9708116.0","5","2"
"205070.0","7","7"
"302158.0","1","16"
"2200.0","0","1"
"9802121.0","6","2"
"9805113.0","2","4"
"9804102.0","0","2"
"1125.0","1","4"
"205315.0","3","14"
"112054.0","12","1"
"201067.0","2","5"
"206194.0","2","11"
"9902009.0","0","1"
"107036.0","10","12"
"9812201.0","0","5"
"9802067.0","78","0"
"202090.0","0","3"
"9902119.0","0","15"
"302148.0","1","17"
"9812142.0","0","3"
"9804177.0","33","0"
"9810230.0","15","1"
"9907191.0","16","2"
"9911001.0","10","6"
"4019.0","5","2"
"104175.0","0","3"
"9904192.0","1","3"
"210022.0","0","11"
"212204.0","2","13"
"108106.0","5","8"
"9906187.0","4","5"
"105113.0","2","6"
"205103.0","4","4"
"9905231.0","0","1"
"12032.0","3","3"
"1113.0","73","0"
"6030.0","11","7"
"103060.0","0","5"
"107025.0","3","2"
"108156.0","2","6"
"205222.0","1","12"
"1019.0","3","4"
"6121.0","4","12"
"12241.0","1","6"
"107005.0","0","8"
"2049.0","2","7"
"9605022.0","14","4"
"9912223.0","2","6"
"9901011.0","11","11"
"9809199.0","7","3"
"9906228.0","3","12"
"9608071.0","23","4"
"9707083.0","16","8"
"9611078.0","6","2"
"9707168.0","3","3"
"9612116.0","2","3"
"7242.0","4","8"
"12185.0","5","14"
"101155.0","2","5"
"207120.0","2","5"
"9910097.0","1","5"
"9703097.0","3","2"
"9711168.0","7","4"
"9903211.0","0","2"
"9707253.0","12","1"
"9908101.0","7","3"
"9907192.0","6","9"
"9806193.0","5","2"
"9902057.0","1","4"
"9803105.0","2","5"
"9810190.0","1","1"
"201213.0","0","11"
"9909210.0","3","4"
"9912176.0","5","5"
"10214.0","3","5"
"9908149.0","3","1"
"107023.0","0","9"
"4051.0","1","5"
"11151.0","0","7"
"9510221.0","5","0"
"9511177.0","0","2"
"9610100.0","0","1"
"9707037.0","0","2"
"9710101.0","6","0"
"211005.0","0","6"
"9812059.0","7","5"
"107024.0","1","4"
"9901086.0","4","3"
"3158.0","1","3"
"9173.0","4","7"
"9044.0","1","3"
"205081.0","0","3"
"208183.0","0","2"
"102193.0","1","7"
"108053.0","0","4"
"9911248.0","0","1"
"9311060.0","3","0"
"7248.0","0","4"
"9810082.0","0","4"
"9406048.0","18","0"
"4041.0","0","4"
"111131.0","0","4"
"9807043.0","2","1"
"210081.0","2","7"
"9503023.0","30","0"
"9806168.0","5","8"
"4020.0","1","3"
"9511060.0","7","6"
"9602089.0","11","4"
"9702019.0","3","4"
"5133.0","0","12"
"9508082.0","6","6"
"9803094.0","2","5"
"103037.0","1","9"
"108004.0","0","10"
"201105.0","0","5"
"201152.0","0","9"
"207038.0","1","6"
"207109.0","0","10"
"9508088.0","6","4"
"9608189.0","1","5"
"210282.0","1","11"
"9508167.0","0","2"
"9605026.0","3","1"
"9606132.0","1","7"
"9809211.0","0","9"
"9506042.0","5","1"
"9507096.0","1","2"
"301143.0","0","7"
"9704016.0","6","7"
"9604182.0","6","5"
"9607197.0","0","3"
"9508086.0","5","1"
"9608056.0","5","3"
"9707257.0","4","3"
"108134.0","0","3"
"9703187.0","3","0"
"2064.0","0","2"
"108116.0","0","4"
"9811219.0","1","1"
"9608070.0","14","0"
"3143.0","2","8"
"9811015.0","19","6"
"9812060.0","9","4"
"9905204.0","3","2"
"12264.0","1","5"
"110217.0","0","1"
"211080.0","1","10"
"9707122.0","12","3"
"203126.0","0","1"
"9810062.0","13","1"
"103050.0","0","3"
"9811164.0","2","1"
"9907076.0","5","2"
"9412055.0","2","0"
"9506061.0","1","4"
"9511167.0","3","5"
"9801129.0","4","3"
"9910154.0","1","6"
"107049.0","1","4"
"9905039.0","2","1"
"203029.0","0","4"
"9809214.0","2","5"
"301149.0","0","5"
"9609195.0","6","1"
"9702007.0","8","3"
"9707073.0","9","2"
"9701022.0","1","1"
"9703089.0","1","1"
"9705101.0","1","0"
"9711189.0","1","3"
"8251.0","1","1"
"9912237.0","0","2"
"206245.0","0","4"
"6220.0","1","2"
"9802059.0","0","2"
"9711159.0","1","4"
"102040.0","1","7"
"101131.0","2","2"
"9807121.0","3","1"
"108240.0","1","6"
"9802149.0","2","0"
"9912102.0","1","1"
"9912291.0","2","2"
"207202.0","0","6"
"9811054.0","1","0"
"9811174.0","1","0"
"9902130.0","1","2"
"6123.0","1","3"
"12031.0","1","10"
"301192.0","0","5"
"302053.0","0","2"
"9607186.0","3","0"
"9810065.0","3","2"
"7183.0","1","14"
"9911028.0","3","12"
"104193.0","0","11"
"9601019.0","2","0"
"9805177.0","6","0"
"9809204.0","5","3"
"11235.0","0","5"
"6186.0","2","11"
"9609198.0","2","8"
"9611199.0","6","4"
"9601091.0","10","6"
"9903152.0","4","14"
"9511056.0","1","6"
"9604181.0","5","5"
"9701010.0","4","1"
"9604136.0","12","1"
"9606187.0","10","4"
"9705105.0","6","2"
"9912105.0","1","5"
"9708110.0","4","6"
"9805074.0","0","7"
"9806068.0","5","11"
"9803019.0","5","16"
"9701178.0","1","3"
"9711199.0","1","2"
"9901044.0","4","6"
"9911064.0","0","4"
"9710166.0","4","4"
"9906007.0","2","1"
"111124.0","0","4"
"9509043.0","1","12"
"9409011.0","11","2"
"9605212.0","6","7"
"103260.0","2","5"
"9604066.0","0","1"
"9903170.0","2","6"
"9906163.0","1","11"
"9407022.0","4","4"
"210095.0","0","5"
"9509013.0","1","8"
"3125.0","0","3"
"210192.0","0","2"
"9503116.0","1","8"
"9504005.0","2","2"
"9603023.0","1","7"
"9711141.0","0","2"
"9204024.0","6","0"
"9604186.0","3","5"
"9511100.0","7","4"
"9401006.0","29","3"
"9601096.0","4","4"
"203156.0","0","1"
"204011.0","0","5"
"9603137.0","0","1"
"9407044.0","5","0"
"9312025.0","0","2"
"9502073.0","2","6"
"9505177.0","1","4"
"9311117.0","1","0"
"9508176.0","4","5"
"9410230.0","15","4"
"9806060.0","0","1"
"9607203.0","3","5"
"9504070.0","4","7"
"9508152.0","0","5"
"9601173.0","0","3"
"9602079.0","0","2"
"9609090.0","0","8"
"9401025.0","20","3"
"9406009.0","8","1"
"9406093.0","3","6"
"9410217.0","8","2"
"9610222.0","2","7"
"9706224.0","0","5"
"9610232.0","9","5"
"9610131.0","9","0"
"106203.0","6","9"
"206254.0","1","9"
"10085.0","0","6"
"202028.0","1","20"
"9701035.0","4","8"
"9707053.0","0","3"
"207228.0","4","20"
"9712091.0","0","16"
"9801008.0","1","9"
"9410162.0","5","5"
"9509035.0","7","17"
"9703081.0","5","6"
"11120.0","1","24"
"9601095.0","0","4"
"1026.0","0","6"
"9502140.0","9","3"
"9704131.0","25","4"
"1174.0","2","4"
"9801107.0","2","6"
"9510087.0","21","6"
"9510116.0","1","4"
"9712226.0","13","16"
"9805030.0","3","6"
"9511129.0","7","1"
"9510030.0","3","5"
"9239.0","2","6"
"9712064.0","7","5"
"11103.0","1","8"
"9912247.0","1","8"
"12115.0","0","6"
"9609119.0","1","3"
"9505040.0","3","9"
"101101.0","1","12"
"104110.0","0","10"
"9711171.0","0","7"
"105234.0","0","4"
"9711182.0","0","9"
"106118.0","0","4"
"108062.0","1","11"
"109134.0","0","4"
"111141.0","0","7"
"111258.0","0","12"
"9807159.0","1","4"
"211157.0","0","8"
"301211.0","0","6"
"302130.0","0","6"
"9509012.0","2","7"
"9511124.0","0","2"
"9603144.0","2","7"
"9612042.0","2","5"
"9705203.0","0","3"
"9710050.0","1","3"
"9711180.0","0","2"
"9712014.0","0","2"
"9803172.0","0","3"
"9812058.0","0","6"
"9612196.0","8","1"
"9803230.0","2","6"
"101166.0","1","2"
"9708143.0","0","2"
"2045.0","2","2"
"9810137.0","1","4"
"9701024.0","0","1"
"10052.0","0","4"
"9706218.0","3","3"
"9905141.0","1","5"
"9801080.0","0","4"
"9208026.0","13","0"
"9409064.0","11","13"
"9403089.0","6","1"
"9610037.0","8","18"
"9307054.0","2","9"
"9307065.0","0","5"
"9307116.0","7","3"
"9308051.0","0","3"
"9311086.0","0","7"
"9407034.0","0","7"
"9412227.0","1","7"
"9506103.0","0","8"
"10084.0","0","7"
"9803201.0","2","1"
"9612034.0","3","5"
"9610198.0","5","4"
"9503226.0","11","0"
"9506132.0","2","0"
"9811256.0","5","3"
"9307101.0","2","1"
"9407113.0","2","3"
"9508141.0","1","3"
"9805185.0","11","10"
"9812106.0","1","2"
"101106.0","0","16"
"105178.0","3","1"
"110261.0","0","26"
"9311055.0","16","0"
"1022.0","0","3"
"9605066.0","1","2"
"5109.0","1","1"
"9805128.0","3","4"
"9706206.0","1","3"
"10236.0","1","1"
"301034.0","0","1"
"9507102.0","0","2"
"9802096.0","5","1"
"9905110.0","0","3"
"5214.0","2","4"
"9902115.0","19","7"
"8049.0","2","2"
"9910200.0","1","4"
"10285.0","3","12"
"11132.0","3","8"
"102137.0","4","16"
"9904032.0","1","11"
"104091.0","2","14"
"107120.0","2","13"
"203043.0","0","13"
"9908083.0","0","2"
"9508049.0","2","3"
"112201.0","0","3"
"9811253.0","0","4"
"9702118.0","2","4"
"9905172.0","1","8"
"9211035.0","10","0"
"9506093.0","2","6"
"9501043.0","3","3"
"9511195.0","3","12"
"9408079.0","2","3"
"9510141.0","9","4"
"9603128.0","3","4"
"204111.0","0","7"
"9812103.0","1","5"
"9306027.0","10","1"
"9607233.0","3","10"
"9703121.0","2","10"
"9408091.0","5","1"
"9611046.0","1","4"
"9710221.0","1","5"
"9904043.0","0","9"
"110160.0","2","11"
"9502059.0","0","7"
"9403056.0","8","0"
"9412180.0","3","3"
"9407040.0","0","1"
"9410001.0","0","2"
"9503199.0","0","2"
"9511170.0","2","2"
"9711123.0","0","2"
"9403116.0","6","1"
"9511128.0","6","6"
"9602012.0","5","7"
"9706068.0","1","10"
"9406034.0","11","3"
"9809036.0","3","1"
"9411030.0","3","2"
"201086.0","0","6"
"9701052.0","1","4"
"9406187.0","0","3"
"9609074.0","3","4"
"9506170.0","12","5"
"9802071.0","5","19"
"9411062.0","6","1"
"9612194.0","27","2"
"9709035.0","12","2"
"9803151.0","0","2"
"9912195.0","3","8"
"9705052.0","24","3"
"9705124.0","20","4"
"9712066.0","16","5"
"9805204.0","6","4"
"9031.0","2","7"
"9707199.0","15","5"
"9712144.0","10","8"
"11154.0","0","13"
"9709079.0","6","6"
"9905187.0","2","5"
"111146.0","1","6"
"201057.0","1","9"
"9710088.0","1","2"
"9802008.0","0","2"
"9806047.0","2","9"
"9905074.0","0","2"
"9701027.0","6","1"
"9706188.0","2","1"
"9706102.0","2","2"
"9903138.0","1","7"
"9809071.0","0","3"
"9810199.0","6","7"
"103221.0","2","8"
"9810044.0","2","6"
"9908059.0","0","10"
"9902002.0","1","5"
"108107.0","0","5"
"9803236.0","0","3"
"9808027.0","4","3"
"9807221.0","2","1"
"9807038.0","1","7"
"212140.0","0","8"
"10277.0","0","1"
"9807020.0","0","1"
